   7.2227298039459557E-008   1.4180097292714415E-007   1.7343717084940806E-007   1.8202121517699322E-007   1.8400683491751919E-007   1.8444872151464690E-007   1.8454620833389131E-007   1.8456767402814320E-007   1.6240539002275852E-007   3.1808954229174196E-007   3.8867933152819155E-007   4.0781252374027968E-007   4.1223710959389941E-007   4.1322171042417589E-007   4.1343892513670899E-007   4.1348675365717465E-007   2.1032352811756572E-007   4.1152296338077982E-007   5.0263714022439100E-007   5.2732199846159641E-007   5.3302973714035537E-007   5.3429984272527722E-007   5.3458004150590287E-007   5.3464173840984730E-007   2.2412250375514406E-007   4.3840248501923784E-007   5.3540792988992898E-007   5.6168559313789590E-007   5.6776143213279481E-007   5.6911343875064168E-007   5.6941170528359828E-007   5.6947738049813903E-007   2.2736436722150060E-007   4.4471580547130586E-007   5.4310414365162608E-007   5.6975565081202464E-007   5.7591788317475595E-007   5.7728911187826809E-007   5.7759161888687110E-007   5.7765822780489769E-007   2.2808839699670476E-007   4.4612572377778396E-007   5.4482285389481011E-007   5.7155783589730255E-007   5.7773935872078622E-007   5.7911487944686596E-007   5.7941833329395984E-007   5.7948515069480836E-007   2.2824825527716286E-007   4.4643701507229251E-007   5.4520232030847525E-007   5.7195573178319019E-007   5.7814151352395367E-007   5.7951798183561402E-007   5.7982164472411321E-007   5.7988850815344687E-007   2.2828346073180905E-007   4.4650557029436885E-007   5.4528588953670437E-007   5.7204335967444304E-007   5.7823007934244809E-007   5.7960675633772461E-007   5.7991046526271542E-007   5.7997733882874880E-007
   1.4180097292714415E-007   4.0711894572592401E-007   7.0935933530529653E-007   8.4805728031083729E-007   8.8611824222822326E-007   8.9495154928216723E-007   8.9691887186471454E-007   8.9735296804872826E-007   3.9939127489594766E-007   1.0949236070306724E-006   1.7874956579567733E-006   2.0946137368595632E-006   2.1782141345310431E-006   2.1975815449831633E-006   2.2018932764967622E-006   2.2028445912031769E-006   6.2159664157108655E-007   1.6204904701563472E-006   2.5494837418214112E-006   2.9514147180207833E-006   3.0601669582024215E-006   3.0853271646659472E-006   3.0909268625995390E-006   3.0921622652279777E-006   7.0261494960785336E-007   1.8059859877824829E-006   2.8102608775272215E-006   3.2411838235026525E-006   3.3575401673218913E-006   3.3844470806951013E-006   3.3904349120211091E-006   3.3917559144787644E-006   7.2304287621799801E-007   1.8523747157472945E-006   2.8749506744765501E-006   3.3128360998801321E-006   3.4310121318120496E-006   3.4583366912070163E-006   3.4644173098954479E-006   3.4657587750537667E-006   7.2768276822154094E-007   1.8628915867893281E-006   2.8895894095986162E-006   3.3290384067389554E-006   3.4476227401174095E-006   3.4750409921132570E-006   3.4811424253189075E-006   3.4824884807254700E-006   7.2871108777425502E-007   1.8652214334648418E-006   2.8928310528236011E-006   3.3326257018906840E-006   3.4513002794066658E-006   3.4787392387188426E-006   3.4848452721645628E-006   3.4861923420648447E-006   7.2893774295806311E-007   1.8657349156190984E-006   2.8935454236721825E-006   3.3334162164397436E-006   3.4521106730057586E-006   3.4795541936965477E-006   3.4856612404744477E-006   3.4870085338453772E-006
   1.7343717084940806E-007   7.0935933530529653E-007   2.5518660652357336E-006   5.0960385752004121E-006   6.3334304364274282E-006   6.6774480290402445E-006   6.7575181220841718E-006   6.7753623067183151E-006   5.2803685416176225E-007   1.8658618878692275E-006   5.8582579191839068E-006   1.1226011446748892E-005   1.3829561591967160E-005   1.4553035570163869E-005   1.4721406557259502E-005   1.4758928366244778E-005   9.1067826717521243E-007   2.8594228476418876E-006   8.0017926274216274E-006   1.4776451010486525E-005   1.8053261405175465E-005   1.8963357171243510E-005   1.9175137234655296E-005   1.9222331746143604E-005   1.0706903735489918E-006   3.2475922198318608E-006   8.7380527486149192E-006   1.5911887604829978E-005   1.9377795030331737E-005   2.0340207837245812E-005   2.0564152243121882E-005   2.0614057060475800E-005   1.1129505341823034E-006   3.3484098582662207E-006   8.9225371147084146E-006   1.6190022865947053E-005   1.9700117807033810E-005   2.0674746699131270E-005   2.0901531042724028E-005   2.0952068597490297E-005   1.1226604088017131E-006   3.3714869627804047E-006   8.9644139655021099E-006   1.6252813587915791E-005   1.9772766174944137E-005   2.0750119781225672E-005   2.0977537527427906E-005   2.1028216202871950E-005   1.1248179820420440E-006   3.3766105121654586E-006   8.9736941044587310E-006   1.6266711261010195E-005   1.9788839784681289E-005   2.0766794806425872E-005   2.0994352359782342E-005   2.1045062183882212E-005   1.1252938141519019E-006   3.3777402542250770E-006   8.9757395328535324E-006   1.6269773604174402E-005   1.9792381306980334E-005   2.0770468769568406E-005   2.0998057110524891E-005   2.1048773794015644E-005
   1.8202121517699322E-007   8.4805728031083729E-007   5.0960385752004121E-006   2.2578746392944192E-005   4.7090750225423660E-005   5.9045817535464884E-005   6.2371233440865111E-005   6.3145306288833468E-005   5.6523750855749232E-007   2.1988322550600587E-006   1.1252874724100116E-005   4.7985875816863005E-005   9.9438662409591459E-005   1.2453139906356728E-004   1.3151108766948759E-004   1.3313577832710914E-004   1.0049596089608493E-006   3.3794789648175680E-006   1.4903238175370856E-005   6.1060158602355710E-005   1.2566204916012217E-004   1.5716470048108384E-004   1.6592721292936274E-004   1.6796689247619960E-004   1.1965001411076019E-006   3.8529965953765254E-006   1.6100696444614732E-005   6.4889278342189014E-005   1.3315115661148734E-004   1.6643734303396247E-004   1.7569588902131047E-004   1.7785102909102197E-004   1.2478297869868071E-006   3.9773554137781134E-006   1.6397170965103429E-005   6.5799339728761722E-005   1.3491340597080503E-004   1.6861480736632089E-004   1.7798882920531367E-004   1.8017084816480871E-004   1.2596671235342551E-006   4.0059043343403250E-006   1.6464290408087593E-005   6.6003263627302698E-005   1.3530726421610219E-004   1.6910120445356194E-004   1.7850096218659144E-004   1.8068897158710973E-004   1.2622996379069987E-006   4.0122469772619296E-006   1.6479155768734966E-005   6.6048322686843014E-005   1.3539423964967299E-004   1.6920860198433904E-004   1.7861403927951471E-004   1.8080337068854523E-004   1.2628803218836365E-006   4.0136457374469058E-006   1.6482431811263327E-005   6.6058247714108500E-005   1.3541339495427431E-004   1.6923225436787760E-004   1.7863894233922632E-004   1.8082856486302670E-004
   1.8400683491751919E-007   8.8611824222822326E-007   6.3334304364274282E-006   4.7090750225423660E-005   2.1633353861610463E-004   4.5373078668603398E-004   5.6952339676001260E-004   6.0173262684474929E-004   5.7398446848561364E-007   2.2886980419457502E-006   1.3862987091089764E-005   9.9445241668162757E-005   4.5465874239589946E-004   9.5290551264980258E-004   1.1959293317686569E-003   1.2635295661501183E-003   1.0278975020683032E-006   3.5179973837867479E-006   1.8212453447937579E-005   1.2569462786336835E-004   5.7162553066986306E-004   1.1971061683491407E-003   1.5021886826002474E-003   1.5870513193706015E-003   1.2275429374608195E-006   4.0139159751123655E-006   1.9615583040351490E-005   1.3320043785440143E-004   6.0436812507813002E-004   1.2652411060426897E-003   1.5875861889900415E-003   1.6772506179420726E-003   1.2812327389211215E-006   4.1444968111964738E-006   1.9961204961857474E-005   1.3496768840749989E-004   6.1201012790439093E-004   1.2811216307741862E-003   1.6074850270092135E-003   1.6982671976691426E-003   1.2936254439235711E-006   4.1744948568677747E-006   2.0039356361134536E-005   1.3536273091959810E-004   6.1371444624602116E-004   1.2846620086572691E-003   1.6119209363085300E-003   1.7029522096574095E-003   1.2963820291961482E-006   4.1811605091227076E-006   2.0056660360118458E-005   1.3544997129117086E-004   6.1409062501164039E-004   1.2854433785381583E-003   1.6128999366490555E-003   1.7039861832530338E-003   1.2969901084224081E-006   4.1826305554318822E-006   2.0060473604556933E-005   1.3546918511291936E-004   6.1417346488056176E-004   1.2856154439894051E-003   1.6131155215440751E-003   1.7042138735971219E-003
   1.8444872151464690E-007   8.9495154928216723E-007   6.6774480290402445E-006   5.9045817535464884E-005   4.5373078668603398E-004   2.0930359939460123E-003   4.3925180420123144E-003   5.5141127107844936E-003   5.7593833581617406E-007   2.3094744568114488E-006   1.4587939375224211E-005   1.2453946129634632E-004   9.5290699582679863E-004   4.3934534136575070E-003   9.2195652655956990E-003   1.1573548022534534E-002   1.0330624900615717E-006   3.5499125087312187E-006   1.9129925510550955E-005   1.5720470353284253E-004   1.1971135948661304E-003   5.5162348031736110E-003   1.1574735335460946E-002   1.4529827455226151E-002   1.2345564712294102E-006   4.0509681341573191E-006   2.0589183972047566E-005   1.6649789613949346E-004   1.2652523817282039E-003   5.8287613166695292E-003   1.2230067122070955E-002   1.5352365757731256E-002   1.2887861548066814E-006   4.1829780477934658E-006   2.0948165931670954E-005   1.6868151713781286E-004   1.2811340624705623E-003   5.9015304999180335E-003   1.2382632945424897E-002   1.5543853144059669E-002   1.3013059957728364E-006   4.2133090831466011E-006   2.1029313088665960E-005   1.6916937231341417E-004   1.2846747143054071E-003   5.9177492368307112E-003   1.2416635348730420E-002   1.5586529697989801E-002   1.3040909885004040E-006   4.2200489666975522E-006   2.1047279147712304E-005   1.6927709605084299E-004   1.2854561454842097E-003   5.9213285324053733E-003   1.2424139234191327E-002   1.5595947839087427E-002   1.3047053404241730E-006   4.2215353957824576E-006   2.1051238228033250E-005   1.6930082048452811E-004   1.2856282244749259E-003   5.9221167183416794E-003   1.2425791638945199E-002   1.5598021774699020E-002
   1.8454620833389131E-007   8.9691887186471454E-007   6.7575181220841718E-006   6.2371233440865111E-005   5.6952339676001260E-004   4.3925180420123144E-003   2.0271234420681926E-002   4.2544592780709496E-002   5.7636974602190030E-007   2.3140977567553339E-006   1.4756637378983972E-005   1.3151947799187484E-004   1.1959311430899558E-003   9.2195655937422176E-003   4.2545529793840096E-002   8.9292452915568601E-002   1.0342049508469744E-006   3.5570089160290360E-006   1.9343341062704911E-005   1.6596886253575374E-004   1.5021977562578958E-003   1.1574736982625559E-002   5.3410766268095135E-002  0.11209490852097395        1.2361089879329949E-006   4.0592054943809690E-006   2.0815610972418691E-005   1.7575894401741676E-004   1.5875999675999068E-003   1.2230069625037676E-002   5.6433285748268759E-002  0.11843792278501701        1.2904585105542706E-006   4.1915329203523068E-006   2.1177687253919048E-005   1.7805829790950531E-004   1.6075002188179221E-003   1.2382635705585614E-002   5.7136874656281596E-002  0.11991444112981291        1.3030065770288882E-006   4.2219379468987489E-006   2.1259528096229155E-005   1.7857194990293551E-004   1.6119364630280521E-003   1.2416638169851642E-002   5.7293679356039122E-002  0.12024350268990132        1.3057978767530296E-006   4.2286943252384740E-006   2.1277647450885646E-005   1.7868536683498311E-004   1.6129155383068886E-003   1.2424142068953275E-002   5.7328283876397504E-002  0.12031612172934834        1.3064136213472683E-006   4.2301843947270030E-006   2.1281640298130585E-005   1.7871034495600357E-004   1.6131311397542920E-003   1.2425794476720133E-002   5.7335904007542869E-002  0.12033211289125642     
   1.8456767402814320E-007   8.9735296804872826E-007   6.7753623067183151E-006   6.3145306288833468E-005   6.0173262684474929E-004   5.5141127107844936E-003   4.2544592780709496E-002  0.19634982182403923        5.7646475592788717E-007   2.3151177109624714E-006   1.4794231236765627E-005   1.3314424093663661E-004   1.2635314497710846E-003   1.1573548422981316E-002   8.9292452987868892E-002  0.41209609539913084        1.0344566555016023E-006   3.5585741952644689E-006   1.9390896091213800E-005   1.6800890505885556E-004   1.5870607561387935E-003   1.4529829465507746E-002  0.11209490888409120       0.51732916974559995        1.2364510922677611E-006   4.0610223744261531E-006   2.0866063131970568E-005   1.7791463571821312E-004   1.6772649484199285E-003   1.5352368812577363E-002  0.11843792333689684       0.54660134664513604        1.2908270380933865E-006   4.1934198229307000E-006   2.1228828262035089E-005   1.8024092520218911E-004   1.6982829980813810E-003   1.5543856512836927E-002  0.11991444173842997       0.55341520954357604        1.3033813282196620E-006   4.2238411674815671E-006   2.1310823522453238E-005   1.8076058107661130E-004   1.7029683584285126E-003   1.5586533141176008E-002  0.12024350331196683       0.55493376418212126        1.3061740186322225E-006   4.2306011835983546E-006   2.1328977001134674E-005   1.8087532302456098E-004   1.7040024099716543E-003   1.5595951298923652E-002  0.12031612235442317       0.55526888659733309        1.3067900703099320E-006   4.2320920559460598E-006   2.1332977364969889E-005   1.8090059292462967E-004   1.7042301175328066E-003   1.5598025238212933E-002  0.12033211351699594       0.55534268261608288     
   1.6240539002275852E-007   3.9939127489594766E-007   5.2803685416176225E-007   5.6523750855749232E-007   5.7398446848561364E-007   5.7593833581617406E-007   5.7636974602190030E-007   5.7646475592788717E-007   5.2514918441788007E-007   1.3924801013099166E-006   1.9984754363029662E-006   2.1987715310923226E-006   2.2477663420615738E-006   2.2588137822126376E-006   2.2612581637054690E-006   2.2617967420991879E-006   9.0436351605892361E-007   2.3075501543115412E-006   3.2500207231545019E-006   3.5569384183780393E-006   3.6317254211958769E-006   3.6485736588023503E-006   3.6523008074515692E-006   3.6531219865562624E-006   1.0688869734155454E-006   2.6903333004005394E-006   3.7628841163217853E-006   4.1100823793363436E-006   4.1945518250507192E-006   4.2135744859960331E-006   4.2177823207372675E-006   4.2187093899739769E-006   1.1132599252458524E-006   2.7924837741913170E-006   3.8989012236336458E-006   4.2565059678479189E-006   4.3434714595417749E-006   4.3630543833785424E-006   4.3673860579248546E-006   4.3683404070986742E-006   1.1235157718848105E-006   2.8160346821094744E-006   3.9302137548321461E-006   4.2901989520214524E-006   4.3777351010503483E-006   4.3974460986459640E-006   4.4018060816616745E-006   4.4027666667019637E-006   1.1257978094781345E-006   2.8212720870881072E-006   3.9371749315617810E-006   4.2976885746756814E-006   4.3853513907631551E-006   4.4050908156907924E-006   4.4094570820323302E-006   4.4104190511787476E-006   1.1263012458642261E-006   2.8224273593583836E-006   3.9387103227009037E-006   4.2993404854182046E-006   4.3870312301895343E-006   4.4067769229896901E-006   4.4111445747243412E-006   4.4121068490483921E-006
   3.1808954229174196E-007   1.0949236070306724E-006   1.8658618878692275E-006   2.1988322550600587E-006   2.2886980419457502E-006   2.3094744568114488E-006   2.3140977567553339E-006   2.3151177109624714E-006   1.3924801013099166E-006   6.7766146985649060E-006   1.3304257302881655E-005   1.6272474717433108E-005   1.7077859420203886E-005   1.7264157125983458E-005   1.7305616453557344E-005   1.7314763003824904E-005   3.5650237643407613E-006   1.5237434917655777E-005   2.9844260082612549E-005   3.6467238046525622E-005   3.8262380258602683E-005   3.8677510193469146E-005   3.8769888845859349E-005   3.8790268680819976E-005   4.6217507256371189E-006   1.9733280224837684E-005   3.8610506527872975E-005   4.7159153463394933E-005   4.9475172166889127E-005   5.0010691934012539E-005   5.0129857629104846E-005   5.0156146846988507E-005   4.9263625892428576E-006   2.1027947804395563E-005   4.1132436135790113E-005   5.0233822196118946E-005   5.2699283369992921E-005   5.3269339580824060E-005   5.3396189513851499E-005   5.3424173910695736E-005   4.9979453743065511E-006   2.1332110637744949E-005   4.1724773677599609E-005   5.0955907567114291E-005   5.3456444068748269E-005   5.4034606003899756E-005   5.4163259419430222E-005   5.4191641672353466E-005   5.0139334580706667E-006   2.1400041613290601E-005   4.1857057085380344E-005   5.1117162901491753E-005   5.3625531301275723E-005   5.4205503134117214E-005   5.4334559242036962E-005   5.4363030330619412E-005   5.0174635086362607E-006   2.1415040069586830E-005   4.1886263510363180E-005   5.1152765751747223E-005   5.3662863268301992E-005   5.4243234687480240E-005   5.4372379701153752E-005   5.4400870402723239E-005
