   8.1        1260.0         156.0
   9.2        1185.0         151.0
  10.3        1109.0         122.0
  11.4        1025.0         113.0
  12.5         940.2         111.0
  13.6         855.5          98.2
  14.7         772.6          82.9
  15.7         670.1         153.0
  16.8         647.4         144.0
  17.9         529.9         108.0
  19.0         505.9         104.0
  20.1         428.3          91.8
  20.6         429.3         119.0
  21.2         371.4         100.0
  22.8         337.3          64.9
  25.0         172.9          24.3
  27.1         140.5          18.6
  29.3         93.50          12.1
  31.4         59.55           6.88
  33.6         41.60           5.06
  35.7         23.71           3.12
  37.9         16.27           2.26
  40.0         11.20           1.67
  42.2         10.41           1.57
  44.3          8.424          1.41
  46.4          8.338          1.47
  48.6          5.109          1.04
