1090.00000  1.73684107E-01  1.73648178E-01
1100.00000  3.42054406E-01  3.42020143E-01
1110.00000  5.00031515E-01  5.00000000E-01
1120.00000  6.42815361E-01  6.42787610E-01
1130.00000  7.66067512E-01  7.66044443E-01
1140.00000  8.66042999E-01  8.66025404E-01
1150.00000  9.39704107E-01  9.39692621E-01
1160.00000  9.84812670E-01  9.84807753E-01
1170.00000  9.99998083E-01  1.00000000E+00
1180.00000  9.84798944E-01  9.84807753E-01
1190.00000  9.39677071E-01  9.39692621E-01
1200.00000  8.66003475E-01  8.66025404E-01
1210.00000  7.66016701E-01  7.66044443E-01
1220.00000  6.42754807E-01  6.42787610E-01
1230.00000  4.99963058E-01  5.00000000E-01
1240.00000  3.41980125E-01  3.42020143E-01
1250.00000  1.73606260E-01  1.73648178E-01
1260.00000 -4.25641020E-05  8.57252759E-16
1270.00000 -1.73690095E-01 -1.73648178E-01
1280.00000 -3.42060120E-01 -3.42020143E-01
1290.00000 -5.00036781E-01 -5.00000000E-01
1300.00000 -6.42820019E-01 -6.42787610E-01
1310.00000 -7.66071420E-01 -7.66044443E-01
1320.00000 -8.66046039E-01 -8.66025404E-01
1330.00000 -9.39706186E-01 -9.39692621E-01
1340.00000 -9.84813726E-01 -9.84807753E-01
1350.00000 -9.99998083E-01 -1.00000000E+00
1360.00000 -9.84797887E-01 -9.84807753E-01
1370.00000 -9.39674991E-01 -9.39692621E-01
1380.00000 -8.66000435E-01 -8.66025404E-01
1390.00000 -7.66012792E-01 -7.66044443E-01
1400.00000 -6.42750149E-01 -6.42787610E-01
1410.00000 -4.99957792E-01 -5.00000000E-01
1420.00000 -3.41974412E-01 -3.42020143E-01
1430.00000 -1.73600272E-01 -1.73648178E-01
1440.00000  4.86446879E-05 -9.79717439E-16
1450.00000  1.73696083E-01  1.73648178E-01
1460.00000  3.42065834E-01  3.42020143E-01
1470.00000  5.00042047E-01  5.00000000E-01
1480.00000  6.42824677E-01  6.42787610E-01
1490.00000  7.66075328E-01  7.66044443E-01
1500.00000  8.66049079E-01  8.66025404E-01
1510.00000  9.39708266E-01  9.39692621E-01
1520.00000  9.84814781E-01  9.84807753E-01
1530.00000  9.99998083E-01  1.00000000E+00
1540.00000  9.84796831E-01  9.84807753E-01
1550.00000  9.39672911E-01  9.39692621E-01
1560.00000  8.65997394E-01  8.66025404E-01
1570.00000  7.66008883E-01  7.66044443E-01
1580.00000  6.42745490E-01  6.42787610E-01
1590.00000  4.99952526E-01  5.00000000E-01
1600.00000  3.41968698E-01  3.42020143E-01
1610.00000  1.73594284E-01  1.73648178E-01
1620.00000 -5.47252739E-05  1.10218212E-15
1630.00000 -1.73702071E-01 -1.73648178E-01
1640.00000 -3.42071547E-01 -3.42020143E-01
1650.00000 -5.00047312E-01 -5.00000000E-01
1660.00000 -6.42829334E-01 -6.42787610E-01
1670.00000 -7.66079237E-01 -7.66044443E-01
1680.00000 -8.66052119E-01 -8.66025404E-01
1690.00000 -9.39710345E-01 -9.39692621E-01
1700.00000 -9.84815837E-01 -9.84807753E-01
1710.00000 -9.99998083E-01 -1.00000000E+00
1720.00000 -9.84795775E-01 -9.84807753E-01
1730.00000 -9.39670831E-01 -9.39692621E-01
1740.00000 -8.65994354E-01 -8.66025404E-01
1750.00000 -7.66004975E-01 -7.66044443E-01
1760.00000 -6.42740832E-01 -6.42787610E-01
1770.00000 -4.99947259E-01 -5.00000000E-01
1780.00000 -3.41962984E-01 -3.42020143E-01
1790.00000 -1.73588295E-01 -1.73648178E-01
1800.00000  6.08058599E-05 -1.22464680E-15
1810.00000  1.73708059E-01  1.73648178E-01
1820.00000  3.42077261E-01  3.42020143E-01
1830.00000  5.00052578E-01  5.00000000E-01
1840.00000  6.42833992E-01  6.42787610E-01
1850.00000  7.66083145E-01  7.66044443E-01
1860.00000  8.66055159E-01  8.66025404E-01
1870.00000  9.39712424E-01  9.39692621E-01
1880.00000  9.84816892E-01  9.84807753E-01
1890.00000  9.99998082E-01  1.00000000E+00
1900.00000  9.84794719E-01  9.84807753E-01
1910.00000  9.39668751E-01  9.39692621E-01
1920.00000  8.65991313E-01  8.66025404E-01
1930.00000  7.66001066E-01  7.66044443E-01
1940.00000  6.42736174E-01  6.42787610E-01
1950.00000  4.99941993E-01  5.00000000E-01
1960.00000  3.41957270E-01  3.42020143E-01
1970.00000  1.73582307E-01  1.73648178E-01
1980.00000 -6.68864459E-05 -2.20560220E-15
1990.00000 -1.73714048E-01 -1.73648178E-01
2000.00000 -3.42082975E-01 -3.42020143E-01
2010.00000 -5.00057844E-01 -5.00000000E-01
2020.00000 -6.42838650E-01 -6.42787610E-01
2030.00000 -7.66087053E-01 -7.66044443E-01
2040.00000 -8.66058199E-01 -8.66025404E-01
2050.00000 -9.39714504E-01 -9.39692621E-01
2060.00000 -9.84817948E-01 -9.84807753E-01
2070.00000 -9.99998082E-01 -1.00000000E+00
2080.00000 -9.84793663E-01 -9.84807753E-01
2090.00000 -9.39666671E-01 -9.39692621E-01
2100.00000 -8.65988272E-01 -8.66025404E-01
2110.00000 -7.65997157E-01 -7.66044443E-01
2120.00000 -6.42731516E-01 -6.42787610E-01
2130.00000 -4.99936727E-01 -5.00000000E-01
2140.00000 -3.41951555E-01 -3.42020143E-01
2150.00000 -1.73576319E-01 -1.73648178E-01
2160.00000  7.29670319E-05 -1.46957616E-15
2170.00000  1.73720036E-01  1.73648178E-01
2180.00000  3.42088689E-01  3.42020143E-01
2190.00000  5.00063110E-01  5.00000000E-01
2200.00000  6.42843308E-01  6.42787610E-01
2210.00000  7.66090961E-01  7.66044443E-01
2220.00000  8.66061239E-01  8.66025404E-01
2230.00000  9.39716583E-01  9.39692621E-01
2240.00000  9.84819003E-01  9.84807753E-01
2250.00000  9.99998081E-01  1.00000000E+00
2260.00000  9.84792606E-01  9.84807753E-01
2270.00000  9.39664591E-01  9.39692621E-01
2280.00000  8.65985232E-01  8.66025404E-01
2290.00000  7.65993248E-01  7.66044443E-01
2300.00000  6.42726857E-01  6.42787610E-01
2310.00000  4.99931461E-01  5.00000000E-01
2320.00000  3.41945841E-01  3.42020143E-01
2330.00000  1.73570330E-01  1.73648178E-01
2340.00000 -7.90476179E-05 -1.96067284E-15
2350.00000 -1.73726024E-01 -1.73648178E-01
2360.00000 -3.42094402E-01 -3.42020143E-01
2370.00000 -5.00068375E-01 -5.00000000E-01
2380.00000 -6.42847965E-01 -6.42787610E-01
2390.00000 -7.66094870E-01 -7.66044443E-01
2400.00000 -8.66064279E-01 -8.66025404E-01
2410.00000 -9.39718662E-01 -9.39692621E-01
2420.00000 -9.84820059E-01 -9.84807753E-01
2430.00000 -9.99998081E-01 -1.00000000E+00
2440.00000 -9.84791550E-01 -9.84807753E-01
2450.00000 -9.39662510E-01 -9.39692621E-01
2460.00000 -8.65982191E-01 -8.66025404E-01
2470.00000 -7.65989339E-01 -7.66044443E-01
2480.00000 -6.42722199E-01 -6.42787610E-01
2490.00000 -4.99926195E-01 -5.00000000E-01
2500.00000 -3.41940127E-01 -3.42020143E-01
2510.00000 -1.73564342E-01 -1.73648178E-01
2520.00000  8.51282038E-05 -1.71450552E-15
2530.00000  1.73732012E-01  1.73648178E-01
2540.00000  3.42100116E-01  3.42020143E-01
2550.00000  5.00073641E-01  5.00000000E-01
2560.00000  6.42852623E-01  6.42787610E-01
2570.00000  7.66098778E-01  7.66044443E-01
2580.00000  8.66067319E-01  8.66025404E-01
2590.00000  9.39720741E-01  9.39692621E-01
2600.00000  9.84821114E-01  9.84807753E-01
2610.00000  9.99998080E-01  1.00000000E+00
2620.00000  9.84790493E-01  9.84807753E-01
2630.00000  9.39660430E-01  9.39692621E-01
2640.00000  8.65979150E-01  8.66025404E-01
2650.00000  7.65985430E-01  7.66044443E-01
2660.00000  6.42717541E-01  6.42787610E-01
2670.00000  4.99920929E-01  5.00000000E-01
2680.00000  3.41934413E-01  3.42020143E-01
2690.00000  1.73558354E-01  1.73648178E-01
2700.00000 -9.12087898E-05 -1.71574348E-15
2710.00000 -1.73738000E-01 -1.73648178E-01
2720.00000 -3.42105830E-01 -3.42020143E-01
2730.00000 -5.00078907E-01 -5.00000000E-01
2740.00000 -6.42857281E-01 -6.42787610E-01
2750.00000 -7.66102686E-01 -7.66044443E-01
2760.00000 -8.66070359E-01 -8.66025404E-01
2770.00000 -9.39722820E-01 -9.39692621E-01
2780.00000 -9.84822169E-01 -9.84807753E-01
2790.00000 -9.99998080E-01 -1.00000000E+00
2800.00000 -9.84789437E-01 -9.84807753E-01
2810.00000 -9.39658350E-01 -9.39692621E-01
2820.00000 -8.65976109E-01 -8.66025404E-01
2830.00000 -7.65981521E-01 -7.66044443E-01
2840.00000 -6.42712882E-01 -6.42787610E-01
2850.00000 -4.99915662E-01 -5.00000000E-01
2860.00000 -3.41928699E-01 -3.42020143E-01
2870.00000 -1.73552366E-01 -1.73648178E-01
2880.00000  9.72893758E-05 -1.95943488E-15
2890.00000  1.73743988E-01  1.73648178E-01
2900.00000  3.42111543E-01  3.42020143E-01
2910.00000  5.00084172E-01  5.00000000E-01
2920.00000  6.42861938E-01  6.42787610E-01
2930.00000  7.66106594E-01  7.66044443E-01
2940.00000  8.66073398E-01  8.66025404E-01
2950.00000  9.39724900E-01  9.39692621E-01
2960.00000  9.84823225E-01  9.84807753E-01
2970.00000  9.99998079E-01  1.00000000E+00
2980.00000  9.84788381E-01  9.84807753E-01
2990.00000  9.39656270E-01  9.39692621E-01
3000.00000  8.65973069E-01  8.66025404E-01
3010.00000  7.65977612E-01  7.66044443E-01
3020.00000  6.42708224E-01  6.42787610E-01
3030.00000  4.99910396E-01  5.00000000E-01
3040.00000  3.41922985E-01  3.42020143E-01
3050.00000  1.73546377E-01  1.73648178E-01
3060.00000 -1.03369962E-04 -1.47081412E-15
3070.00000 -1.73749976E-01 -1.73648178E-01
3080.00000 -3.42117257E-01 -3.42020143E-01
3090.00000 -5.00089438E-01 -5.00000000E-01
3100.00000 -6.42866596E-01 -6.42787610E-01
3110.00000 -7.66110502E-01 -7.66044443E-01
3120.00000 -8.66076438E-01 -8.66025404E-01
3130.00000 -9.39726979E-01 -9.39692621E-01
3140.00000 -9.84824280E-01 -9.84807753E-01
3150.00000 -9.99998079E-01 -1.00000000E+00
3160.00000 -9.84787324E-01 -9.84807753E-01
3170.00000 -9.39654190E-01 -9.39692621E-01
3180.00000 -8.65970028E-01 -8.66025404E-01
3190.00000 -7.65973703E-01 -7.66044443E-01
3200.00000 -6.42703566E-01 -6.42787610E-01
3210.00000 -4.99905130E-01 -5.00000000E-01
3220.00000 -3.41917271E-01 -3.42020143E-01
3230.00000 -1.73540389E-01 -1.73648178E-01
3240.00000  1.09450548E-04 -2.20436424E-15
3250.00000  1.73755964E-01  1.73648178E-01
3260.00000  3.42122971E-01  3.42020143E-01
3270.00000  5.00094704E-01  5.00000000E-01
3280.00000  6.42871253E-01  6.42787610E-01
3290.00000  7.66114410E-01  7.66044443E-01
3300.00000  8.66079478E-01  8.66025404E-01
3310.00000  9.39729058E-01  9.39692621E-01
3320.00000  9.84825335E-01  9.84807753E-01
3330.00000  9.99998078E-01  1.00000000E+00
3340.00000  9.84786268E-01  9.84807753E-01
3350.00000  9.39652109E-01  9.39692621E-01
3360.00000  8.65966987E-01  8.66025404E-01
3370.00000  7.65969794E-01  7.66044443E-01
3380.00000  6.42698907E-01  6.42787610E-01
3390.00000  4.99899864E-01  5.00000000E-01
3400.00000  3.41911557E-01  3.42020143E-01
3410.00000  1.73534401E-01  1.73648178E-01
3420.00000 -1.15531134E-04 -1.22588476E-15
3430.00000 -1.73761952E-01 -1.73648178E-01
3440.00000 -3.42128684E-01 -3.42020143E-01
3450.00000 -5.00099969E-01 -5.00000000E-01
3460.00000 -6.42875911E-01 -6.42787610E-01
3470.00000 -7.66118318E-01 -7.66044443E-01
3480.00000 -8.66082518E-01 -8.66025404E-01
3490.00000 -9.39731137E-01 -9.39692621E-01
3500.00000 -9.84826390E-01 -9.84807753E-01
3510.00000 -9.99998077E-01 -1.00000000E+00
3520.00000 -9.84785211E-01 -9.84807753E-01
3530.00000 -9.39650029E-01 -9.39692621E-01
3540.00000 -8.65963946E-01 -8.66025404E-01
3550.00000 -7.65965885E-01 -7.66044443E-01
3560.00000 -6.42694249E-01 -6.42787610E-01
3570.00000 -4.99894597E-01 -5.00000000E-01
3580.00000 -3.41905843E-01 -3.42020143E-01
3590.00000 -1.73528412E-01 -1.73648178E-01
3600.00000  1.21611720E-04 -2.44929360E-15
