  20.00000  3.42020123E-01  3.42020143E-01
  30.00000  4.99999920E-01  5.00000000E-01
  40.00000  6.42787413E-01  6.42787610E-01
  50.00000  7.66044061E-01  7.66044443E-01
  60.00000  8.66024758E-01  8.66025404E-01
  70.00000  9.39691629E-01  9.39692621E-01
  80.00000  9.84806336E-01  9.84807753E-01
  90.00000  9.99998084E-01  1.00000000E+00
 100.00000  9.84805280E-01  9.84807753E-01
 110.00000  9.39689550E-01  9.39692621E-01
 120.00000  8.66021718E-01  8.66025404E-01
 130.00000  7.66040153E-01  7.66044443E-01
 140.00000  6.42782755E-01  6.42787610E-01
 150.00000  4.99994654E-01  5.00000000E-01
 160.00000  3.42014409E-01  3.42020143E-01
 170.00000  1.73642189E-01  1.73648178E-01
 180.00000 -6.08058600E-06  1.22464680E-16
 190.00000 -1.73654166E-01 -1.73648178E-01
 200.00000 -3.42025837E-01 -3.42020143E-01
 210.00000 -5.00005186E-01 -5.00000000E-01
 220.00000 -6.42792071E-01 -6.42787610E-01
 230.00000 -7.66047970E-01 -7.66044443E-01
 240.00000 -8.66027798E-01 -8.66025404E-01
 250.00000 -9.39693709E-01 -9.39692621E-01
 260.00000 -9.84807391E-01 -9.84807753E-01
 270.00000 -9.99998084E-01 -1.00000000E+00
 280.00000 -9.84804224E-01 -9.84807753E-01
 290.00000 -9.39687470E-01 -9.39692621E-01
 300.00000 -8.66018677E-01 -8.66025404E-01
 310.00000 -7.66036244E-01 -7.66044443E-01
 320.00000 -6.42778097E-01 -6.42787610E-01
 330.00000 -4.99989388E-01 -5.00000000E-01
 340.00000 -3.42008695E-01 -3.42020143E-01
 350.00000 -1.73636201E-01 -1.73648178E-01
 360.00000  1.21611720E-05 -2.44929360E-16
 370.00000  1.73660154E-01  1.73648178E-01
 380.00000  3.42031551E-01  3.42020143E-01
 390.00000  5.00010452E-01  5.00000000E-01
 400.00000  6.42796729E-01  6.42787610E-01
 410.00000  7.66051878E-01  7.66044443E-01
 420.00000  8.66030839E-01  8.66025404E-01
 430.00000  9.39695789E-01  9.39692621E-01
 440.00000  9.84808447E-01  9.84807753E-01
 450.00000  9.99998084E-01  1.00000000E+00
 460.00000  9.84803168E-01  9.84807753E-01
 470.00000  9.39685390E-01  9.39692621E-01
 480.00000  8.66015637E-01  8.66025404E-01
 490.00000  7.66032336E-01  7.66044443E-01
 500.00000  6.42773439E-01  6.42787610E-01
 510.00000  4.99984122E-01  5.00000000E-01
 520.00000  3.42002981E-01  3.42020143E-01
 530.00000  1.73630213E-01  1.73648178E-01
 540.00000 -1.82417580E-05  3.67394040E-16
 550.00000 -1.73666142E-01 -1.73648178E-01
 560.00000 -3.42037265E-01 -3.42020143E-01
 570.00000 -5.00015717E-01 -5.00000000E-01
 580.00000 -6.42801387E-01 -6.42787610E-01
 590.00000 -7.66055787E-01 -7.66044443E-01
 600.00000 -8.66033879E-01 -8.66025404E-01
 610.00000 -9.39697868E-01 -9.39692621E-01
 620.00000 -9.84809503E-01 -9.84807753E-01
 630.00000 -9.99998084E-01 -1.00000000E+00
 640.00000 -9.84802112E-01 -9.84807753E-01
 650.00000 -9.39683310E-01 -9.39692621E-01
 660.00000 -8.66012597E-01 -8.66025404E-01
 670.00000 -7.66028427E-01 -7.66044443E-01
 680.00000 -6.42768781E-01 -6.42787610E-01
 690.00000 -4.99978856E-01 -5.00000000E-01
 700.00000 -3.41997267E-01 -3.42020143E-01
 710.00000 -1.73624225E-01 -1.73648178E-01
 720.00000  2.43223440E-05 -4.89858720E-16
 730.00000  1.73672130E-01  1.73648178E-01
 740.00000  3.42042978E-01  3.42020143E-01
 750.00000  5.00020983E-01  5.00000000E-01
 760.00000  6.42806045E-01  6.42787610E-01
 770.00000  7.66059695E-01  7.66044443E-01
 780.00000  8.66036919E-01  8.66025404E-01
 790.00000  9.39699948E-01  9.39692621E-01
 800.00000  9.84810559E-01  9.84807753E-01
 810.00000  9.99998084E-01  1.00000000E+00
 820.00000  9.84801056E-01  9.84807753E-01
 830.00000  9.39681230E-01  9.39692621E-01
 840.00000  8.66009556E-01  8.66025404E-01
 850.00000  7.66024518E-01  7.66044443E-01
 860.00000  6.42764123E-01  6.42787610E-01
 870.00000  4.99973590E-01  5.00000000E-01
 880.00000  3.41991553E-01  3.42020143E-01
 890.00000  1.73618237E-01  1.73648178E-01
 900.00000 -3.04029300E-05  6.12323400E-16
 910.00000 -1.73678119E-01 -1.73648178E-01
 920.00000 -3.42048692E-01 -3.42020143E-01
 930.00000 -5.00026249E-01 -5.00000000E-01
 940.00000 -6.42810703E-01 -6.42787610E-01
 950.00000 -7.66063603E-01 -7.66044443E-01
 960.00000 -8.66039959E-01 -8.66025404E-01
 970.00000 -9.39702027E-01 -9.39692621E-01
 980.00000 -9.84811614E-01 -9.84807753E-01
 990.00000 -9.99998084E-01 -1.00000000E+00
1000.00000 -9.84800000E-01 -9.84807753E-01
1010.00000 -9.39679151E-01 -9.39692621E-01
1020.00000 -8.66006516E-01 -8.66025404E-01
1030.00000 -7.66020610E-01 -7.66044443E-01
1040.00000 -6.42759465E-01 -6.42787610E-01
1050.00000 -4.99968324E-01 -5.00000000E-01
1060.00000 -3.41985839E-01 -3.42020143E-01
1070.00000 -1.73612248E-01 -1.73648178E-01
1080.00000  3.64835160E-05 -7.34788079E-16
